,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.06378737541528229,0.04186046511627907,0.0365448504983389,0.031893687707641255,0.038538205980066464,0.019601328903654496,0.03720930232558142,0.04418604651162789,0.02823920265780736,0.039202657807308985,0.018604651162790704,0.038538205980066464,0.02425249169435219,0.032890365448505036,0.02757475083056483,0.032225913621262516,0.02591362126245851,0.04186046511627907,0.031893687707641255,0.02491694352159472,0.020930232558139552,0.031229235880398734,0.0365448504983389,0.015946843853820593,0.04019933554817277,0.02259136212624587,0.052823920265780665,0.03421926910299008,0.02425249169435219,0.04152823920265781
1,0.04551724137931031,0.03517241379310348,0.02275862068965519,0.04448275862068963,0.04758620689655168,0.025517241379310374,0.02793103448275866,0.06689655172413778,0.016896551724137926,0.03206896551724143,0.0337931034482759,0.025517241379310374,0.03206896551724143,0.02275862068965519,0.04551724137931031,0.04310344827586205,0.026896551724137966,0.025172413793103476,0.018965517241379314,0.022068965517241395,0.03758620689655174,0.026551724137931068,0.04241379310344826,0.034137931034482795,0.03137931034482764,0.039655172413793106,0.028620689655172456,0.026551724137931068,0.04172413793103447,0.030689655172413843
2,0.015614156835530895,0.02741151977793196,0.04510756419153356,0.021512838306731428,0.058986814712005405,0.01873698820263706,0.04024982650936842,0.03990284524635662,0.04510756419153356,0.026370575988896573,0.03469812630117968,0.04614850798056895,0.04649548924358075,0.02220680083275502,0.023594725884802204,0.03851492019430944,0.036086051353226865,0.03816793893129764,0.03018736988202633,0.03539208882720327,0.023941707147814,0.021859819569743224,0.03573907009021507,0.02671755725190837,0.02914642609299094,0.060721721027064385,0.02567661346287298,0.02498265093684939,0.015267175572519097,0.04545454545454536
3,0.03060183611016666,0.02176130567834072,0.017681060863651822,0.032981978918735166,0.030941856511390736,0.028221693301598138,0.03468208092485552,0.02686161169670184,0.06698401904114239,0.04420265215912952,0.035022101326079594,0.035362121727303665,0.020741244474668494,0.040462427745664734,0.027881672900374063,0.03978238694321659,0.03400204012240738,0.025841550493029615,0.03162189731383888,0.029581774906494437,0.026521591295477764,0.038422305338320306,0.04692281536892209,0.03128187691261481,0.03196191771506295,0.03468208092485552,0.017681060863651822,0.02414144848690924,0.06800408024481462,0.025161509690581466
4,0.04519392917369298,0.024283305227656003,0.023946037099494114,0.04822934232714995,0.030691399662731895,0.031703204047217555,0.03575042158516018,0.030354131534570006,0.026981450252951115,0.027993254637436783,0.020910623946037113,0.034064080944350754,0.03204047217537944,0.02563237774030356,0.03912310286677904,0.02833052276559867,0.034738617200674525,0.05092748735244503,0.03338954468802698,0.02225969645868467,0.03338954468802698,0.03507588532883641,0.02225969645868467,0.02900505902192245,0.0330522765598651,0.06745362563237743,0.027318718381113005,0.04890387858347372,0.02900505902192245,0.027993254637436783
5,0.030753282653766395,0.052522460262612265,0.0224602626123013,0.03489979267449894,0.04422944022114717,0.0224602626123013,0.024187975120939863,0.026261230131306136,0.03178991015894953,0.031098825155494107,0.04388389771941946,0.012785072563925358,0.03731859018659293,0.03351762266758809,0.023151347615756726,0.03317208016586038,0.0366275051831375,0.05321354526606769,0.032480995162404956,0.02660677263303385,0.04422944022114717,0.03973738769868691,0.036973047684865215,0.030407740152038683,0.027643400138216985,0.04353835521769175,0.027297857636489273,0.029025570145127834,0.021423635107118165,0.046302695231513445
6,0.029281579843377623,0.04051753489955732,0.03132448076268304,0.02894109635682672,0.04051753489955732,0.032345931222335735,0.05992509363295858,0.024855294518215887,0.025536261491317692,0.04426285325161721,0.029281579843377623,0.05856315968675498,0.02281239359891047,0.032005447735784835,0.042219952332311815,0.01906707524685054,0.02383384405856318,0.028260129383724915,0.029281579843377623,0.030643513789581234,0.0486891385767789,0.023152877085461373,0.02383384405856318,0.03302689819543753,0.03541028260129383,0.026217228464419498,0.041538985359210016,0.024514811031664984,0.04358188627851541,0.0265577119509704
7,0.035423308537017396,0.031172511512575336,0.021962451292950783,0.029755579171094636,0.024087849805171833,0.02444208289054201,0.0403825717321998,0.06659582004959258,0.03188097768331568,0.035069075451647225,0.02444208289054201,0.02656748140276306,0.022316684378320958,0.04002833864682963,0.032943676939426195,0.042862203329791,0.020545518951470082,0.03861140630534894,0.032943676939426195,0.043570669500531345,0.01983705278072973,0.04605030109812255,0.08466170740347169,0.02585901523202271,0.03081827842720516,0.02585901523202271,0.024796315975912184,0.02373361671980166,0.027630180658873585,0.02515054906128236
8,0.023305084745762723,0.07980225988700555,0.02648305084745764,0.02153954802259888,0.027542372881355946,0.032485875706214695,0.033898305084745756,0.02401129943502826,0.046963276836158065,0.030720338983050863,0.020480225988700574,0.012711864406779667,0.04060734463276829,0.027895480225988714,0.031779661016949165,0.04237288135593212,0.04025423728813553,0.03884180790960447,0.043432203389830414,0.032485875706214695,0.02436440677966103,0.04519774011299424,0.044844632768361474,0.033192090395480225,0.025776836158192103,0.030720338983050863,0.029661016949152557,0.044138418079095944,0.022245762711864417,0.022245762711864417
9,0.02532097004279602,0.07952924393723224,0.028174037089871626,0.053138373751783194,0.031027104136947235,0.024251069900142665,0.03744650499286735,0.042796005706134115,0.03316690442225394,0.024607703281027116,0.027460770328102724,0.016048502139800292,0.02532097004279602,0.03459343794579174,0.032453637660485035,0.03887303851640515,0.02603423680456492,0.03673323823109845,0.039942938659058506,0.03388017118402284,0.023537803138373763,0.016761768901569194,0.024251069900142665,0.04208273894436521,0.039586305278174055,0.028530670470756078,0.03673323823109845,0.02282453637660486,0.04136947218259631,0.03352353780313839
10,0.028689941237469783,0.038714137573453204,0.0290356031800899,0.050466643622537215,0.03594884203249226,0.026961631524369194,0.03249222260629108,0.02730729346698931,0.01728309713100589,0.03733148980297273,0.03422053231939167,0.03422053231939167,0.03145523677843073,0.03456619426201179,0.026270307639128958,0.02246802627030766,0.04424472865537509,0.03214656066367096,0.062219149671621225,0.019702730729346717,0.0328378845489112,0.016591773245765655,0.03249222260629108,0.023850674040788132,0.02938126512271002,0.04493605254061533,0.04078810922917391,0.0425164189422745,0.04666436225371592,0.02419633598340825
11,0.03196191771506295,0.041142468548112876,0.03944236654199252,0.025841550493029615,0.03060183611016666,0.02414144848690924,0.037742264535872164,0.037742264535872164,0.032301938116287024,0.029241754505270362,0.03706222373342402,0.032301938116287024,0.03604216252975181,0.040462427745664734,0.035022101326079594,0.02176130567834072,0.03434206052363145,0.028221693301598138,0.041142468548112876,0.03060183611016666,0.03196191771506295,0.03468208092485552,0.017681060863651822,0.040462427745664734,0.02482148928935739,0.028901734104046287,0.032641958517511095,0.01836110166609997,0.06154369262155715,0.04182250935056102
12,0.016517549896765328,0.06159669649002076,0.02890571231933934,0.03957329662766696,0.03922918100481768,0.04301445285615974,0.03097040605643501,0.04198210598761191,0.019270474879559553,0.03613214039917418,0.03819683413626985,0.07536132140399188,0.03303509979353068,0.022367515485203056,0.02890571231933934,0.024432209222298724,0.023055746730901612,0.022711631108052334,0.035099793530626346,0.02133516861665522,0.031314521679284286,0.01961459050240883,0.015141087405368217,0.016861665519614606,0.03441156228492779,0.049552649690296026,0.03785271851342057,0.03785271851342057,0.03785271851342057,0.03785271851342057
13,0.025477707006369442,0.042574589339591046,0.035534696614146856,0.02011397921555482,0.030841434797184063,0.04659738518270201,0.026483405967147183,0.013409319477036547,0.04324505531344287,0.055648675829701684,0.038216560509554166,0.039892725444183735,0.0244720080455917,0.021119678176332563,0.02883003687562858,0.04290982232651696,0.02346630908481396,0.030841434797184063,0.037210861548776425,0.034528997653369115,0.023801542071739873,0.04492122024807244,0.022460610124036218,0.026483405967147183,0.04559168622192427,0.038887026483405994,0.04089842440496148,0.02346630908481396,0.05430774388199803,0.017767348307073424
14,0.025948103792415123,0.03226879574184957,0.025948103792415123,0.036260811709913465,0.03193612774451091,0.032934131736526887,0.044244843646041254,0.033266799733865544,0.02428476380572185,0.02129075182967396,0.04224883566200931,0.03226879574184957,0.024617431803060506,0.026280771789753778,0.020625415834996653,0.025948103792415123,0.04357950765136394,0.05688622754491025,0.039587491683300044,0.04058549567531602,0.034597471723220176,0.04990019960079844,0.025282767797737814,0.021623419827012616,0.034597471723220176,0.030605455755156285,0.03393213572854286,0.05089820359281441,0.02794411177644705,0.02960745176314032
